ID;Город;Население;X_км;Y_км;Высота_м;Административная_единица;Климатическая_зона;Роль
РИ028;Ротал;28715;233.0;116.7;43;Республика Невсер;Побережье;океанский порт
РИ029;Равер;26806;535.5;297.1;311;Республика Остранд;Внутренний кряж;торгово-ремесленный город
РИ030;Вевир;26614;342.6;279.7;267;Республика Остранд;Побережье;торгово-ремесленный город
РИ031;Лирел;24652;260.3;434.4;228;Республика Кассер;Побережье;торгово-ремесленный город
РИ032;Терон;24392;206.2;54.2;48;Республика Невсер;Побережье;океанский порт
РИ033;Овир;20933;222.5;434.0;191;Республика Кассер;Побережье;торгово-ремесленный город
РИ034;Фатен;18872;549.8;740.5;481;Республика Дориал;Внутренний кряж;прибрежный малый город
РИ035;Метал;17334;281.6;96.6;115;Республика Невсер;Побережье;океанский порт
РИ036;Налар;16223;301.8;239.0;166;Республика Невсер;Побережье;прибрежный малый город
РИ037;Таран;15181;263.5;254.3;86;Республика Невсер;Побережье;прибрежный малый город
РИ038;Арвер;14639;180.6;348.4;99;Республика Кассер;Побережье;прибрежный малый город
РИ039;Мавир;14587;166.9;209.5;68;Республика Невсер;Побережье;прибрежный малый город
РИ040;Новир;14084;127.8;205.9;87;Республика Невсер;Побережье;океанский порт
РИ041;Нерел;13268;178.7;282.4;83;Республика Невсер;Побережье;прибрежный малый город
РИ042;Сатал;12443;196.0;380.9;128;Республика Кассер;Побережье;прибрежный малый город
РИ043;Эсвир;12436;258.8;222.8;70;Республика Невсер;Побережье;прибрежный малый город
РИ044;Кассен;12412;198.8;231.3;52;Республика Невсер;Побережье;прибрежный малый город
РИ045;Карен;11831;214.0;214.2;36;Республика Невсер;Побережье;прибрежный малый город
РИ046;Вейнер;11443;384.9;299.4;324;Республика Остранд;Побережье;прибрежный малый город
РИ047;Авар;11120;187.8;205.9;48;Республика Невсер;Побережье;прибрежный малый город
РИ048;Феден;11018;138.6;258.8;72;Республика Невсер;Побережье;океанский порт
РИ049;Ровир;10360;221.2;171.9;25;Республика Невсер;Побережье;прибрежный малый город
РИ050;Ветал;10060;158.2;116.6;54;Республика Невсер;Побережье;океанский порт
РИ051;Тесен;9953;575.8;746.7;509;Республика Дориал;Внутренний кряж;прибрежный малый город
РИ052;Фарис;9824;499.1;319.5;271;Республика Остранд;Внутренний кряж;прибрежный малый город
РИ053;Мемар;9750;188.4;180.7;37;Республика Невсер;Побережье;прибрежный малый город
РИ054;Надал;9609;426.0;568.4;263;Республика Дориал;Внутренний кряж;прибрежный малый город
РИ055;Тасар;9422;151.4;196.1;78;Республика Невсер;Побережье;океанский порт
РИ056;Армер;9074;133.8;166.7;90;Республика Невсер;Побережье;океанский порт
РИ057;Мавар;8549;443.0;322.6;303;Республика Остранд;Внутренний кряж;прибрежный малый город
РИ058;Норел;7615;232.7;154.3;33;Республика Невсер;Побережье;прибрежный малый город
РИ059;Недал;7346;169.0;149.4;49;Республика Невсер;Побережье;прибрежный малый город
РИ060;Сетен;7192;239.1;193.6;39;Республика Невсер;Побережье;прибрежный малый город
РИ061;Эсвер;7056;315.9;267.5;204;Республика Невсер;Побережье;прибрежный малый город
РИ062;Касрис;6943;399.1;534.7;258;Республика Дориал;Побережье;прибрежный малый город
РИ063;Ларел;6407;135.8;144.0;87;Республика Невсер;Побережье;океанский порт
РИ064;Вейвар;6398;157.5;276.4;78;Республика Невсер;Побережье;океанский порт
РИ065;Атал;6327;238.4;221.2;45;Республика Невсер;Побережье;прибрежный малый город
РИ066;Ферен;6311;280.0;169.0;112;Республика Невсер;Побережье;прибрежный малый город
РИ067;Родал;6166;503.0;676.4;372;Республика Дориал;Внутренний кряж;прибрежный малый город
РИ068;Ранар;6098;199.6;106.7;25;Республика Невсер;Побережье;океанский порт
РИ069;Верон;5683;477.3;637.8;318;Республика Дориал;Внутренний кряж;прибрежный малый город
РИ070;Лирис;5641;107.3;201.7;84;Республика Невсер;Побережье;океанский порт
РИ071;Темар;5390;195.6;408.4;134;Республика Кассер;Побережье;прибрежный малый город
РИ072;Олис;5286;622.7;812.6;531;Республика Фалрен;Внутренний кряж;прибрежный малый город
РИ073;Фасер;5214;308.0;475.7;261;Республика Дориал;Побережье;прибрежный малый город
РИ074;Месар;5114;168.0;319.2;83;Республика Кассер;Побережье;прибрежный малый город
РИ075;Нален;4997;557.9;717.4;478;Республика Дориал;Внутренний кряж;прибрежный малый город
РИ076;Тасен;4864;499.5;649.6;360;Республика Дориал;Внутренний кряж;прибрежный малый город
РИ077;Арсар;4718;169.9;252.0;77;Республика Невсер;Побережье;прибрежный малый город
РИ078;Мавер;4373;537.4;703.9;446;Республика Дориал;Внутренний кряж;прибрежный малый город
РИ079;Номар;4357;281.2;462.8;257;Республика Кассер;Побережье;прибрежный малый город
РИ080;Неран;4282;473.4;307.1;276;Республика Остранд;Внутренний кряж;прибрежный малый город
РИ081;Сесар;4244;519.4;661.7;397;Республика Дориал;Внутренний кряж;прибрежный малый город
РИ082;Савир;4110;595.7;802.0;540;Республика Фалрен;Внутренний кряж;прибрежный малый город
РИ083;Эсмар;3684;639.3;829.1;520;Республика Фалрен;Внутренний кряж;прибрежный малый город
РИ084;Каснер;3658;332.5;500.7;262;Республика Дориал;Побережье;прибрежный малый город
РИ085;Латал;3579;95.5;183.0;93;Республика Невсер;Побережье;океанский порт
РИ086;Кадал;3502;270.7;407.6;207;Республика Кассер;Побережье;прибрежный малый город
РИ087;Вейсар;3408;453.1;609.7;280;Республика Дориал;Внутренний кряж;прибрежный малый город
РИ088;Асар;3303;263.5;119.5;87;Республика Невсер;Побережье;океанский порт
РИ089;Федал;3253;136.8;237.6;79;Республика Невсер;Побережье;океанский порт
РИ090;Росер;3169;258.1;165.6;68;Республика Невсер;Побережье;прибрежный малый город
РИ091;Ралис;3108;336.5;470.4;254;Республика Дориал;Побережье;прибрежный малый город
РИ092;Весен;3106;378.6;525.2;253;Республика Дориал;Побережье;прибрежный малый город
РИ093;Лимер;3052;641.2;853.3;525;Республика Фалрен;Внутренний кряж;прибрежный малый город
РИ094;Терис;3000;218.9;374.8;151;Республика Кассер;Побережье;прибрежный малый город
РИ095;Оран;3000;371.2;548.0;248;Республика Дориал;Побережье;прибрежный малый город
РИ096;Фатал;3000;590.5;322.1;347;Республика Остранд;Внутренний кряж;прибрежный малый город
РИ097;Мерен;3000;242.5;412.7;200;Республика Кассер;Побережье;прибрежный малый город
РИ098;Арсен;3000;244.3;75.8;75;Республика Невсер;Побережье;океанский порт
РИ099;Мамер;3000;114.1;160.1;99;Республика Невсер;Побережье;океанский порт
РИ100;Норис;3000;197.0;79.3;32;Республика Невсер;Побережье;океанский порт
РИ101;Ненар;3000;197.9;251.5;63;Республика Невсер;Побережье;прибрежный малый город
