ID;Город;Население;X_км;Y_км;Высота_м;Административная_единица;Климатическая_зона;Роль
СО097;Тавена;7524;578.1;442.2;352;Ауреллская провинция;Центр и юг;винодельческий/ремесленный город
СО098;Марелла;7041;319.6;857.0;582;Мерезеская провинция;Северные долины;винодельческий/ремесленный город
СО099;Белмара;7038;575.5;402.5;338;Ауреллская провинция;Центр и юг;винодельческий/ремесленный город
СО100;Лулия;6935;723.5;533.9;287;Соленаская провинция;Центр и юг;винодельческий/ремесленный город
СО101;Соледара;6563;631.3;131.8;195;Ауреллская провинция;Центр и юг;винодельческий/ремесленный город
СО102;Валера;6170;910.8;788.9;405;Верираская провинция;Северные долины;винодельческий/ремесленный город
СО103;Ладара;5973;303.4;873.5;576;Мерезеская провинция;Северные долины;винодельческий/ремесленный город
СО104;Илелия;5734;930.7;714.3;405;Верираская провинция;Северные долины;винодельческий/ремесленный город
СО105;Аудара;5722;576.4;497.5;381;Кармеяская провинция;Центр и юг;винодельческий/ремесленный город
СО106;Рория;5720;557.4;489.9;392;Кармеяская провинция;Центр и юг;винодельческий/ремесленный город
СО107;Новетала;5600;645.6;206.6;271;Ауреллская провинция;Центр и юг;винодельческий/ремесленный город
СО108;Вемара;5551;1024.7;767.0;512;Альанияская провинция;Северные долины;винодельческий/ремесленный город
СО109;Телора;5218;254.6;923.5;537;Мерезеская провинция;Северные долины;винодельческий/ремесленный город
СО110;Летора;5108;1066.5;800.9;537;Альанияская провинция;Северные долины;винодельческий/ремесленный город
СО111;Тавелла;4993;582.5;546.5;402;Делароская провинция;Центр и юг;винодельческий/ремесленный город
СО112;Солвера;4751;927.0;968.2;487;Верираская провинция;Северные долины;винодельческий/ремесленный город
СО113;Фатала;4495;931.6;926.2;470;Верираская провинция;Северные долины;винодельческий/ремесленный город
СО114;Оререл;4436;910.1;884.5;436;Верираская провинция;Северные долины;винодельческий/ремесленный город
СО115;Салера;4395;672.7;90.4;133;Ауреллская провинция;Центр и юг;винодельческий/ремесленный город
СО116;Серена;4286;1082.5;832.7;550;Альанияская провинция;Северные долины;винодельческий/ремесленный город
СО117;Дедара;4126;859.0;640.7;287;Соленаская провинция;Центр и юг;винодельческий/ремесленный город
СО118;Тарел;3775;625.0;163.0;234;Ауреллская провинция;Центр и юг;винодельческий/ремесленный город
СО119;Бетора;3649;792.6;628.5;244;Соленаская провинция;Центр и юг;винодельческий/ремесленный город
СО120;Аверел;3598;643.2;243.3;306;Ауреллская провинция;Центр и юг;винодельческий/ремесленный город
СО121;Марена;3534;656.7;226.3;285;Ауреллская провинция;Центр и юг;винодельческий/ремесленный город
СО122;Маверна;3505;978.9;712.4;447;Верираская провинция;Центр и юг;винодельческий/ремесленный город
СО123;Лумара;3488;975.6;763.0;481;Верираская провинция;Северные долины;винодельческий/ремесленный город
СО124;Соленета;3401;669.1;452.0;335;Ауреллская провинция;Центр и юг;винодельческий/ремесленный город
СО125;Вавел;3386;753.1;589.7;257;Соленаская провинция;Центр и юг;винодельческий/ремесленный город
СО126;Лалена;3378;587.1;356.5;331;Ауреллская провинция;Центр и юг;винодельческий/ремесленный город
СО127;Илелена;3341;343.0;842.3;577;Мерезеская провинция;Северные долины;винодельческий/ремесленный город
СО128;Аусена;3322;905.5;759.6;388;Верираская провинция;Северные долины;винодельческий/ремесленный город
СО129;Ровена;3234;502.9;683.0;484;Делароская провинция;Центр и юг;винодельческий/ремесленный город
СО130;Новелора;3227;816.9;576.1;247;Соленаская провинция;Центр и юг;винодельческий/ремесленный город
СО131;Весена;3142;562.1;585.2;447;Делароская провинция;Центр и юг;винодельческий/ремесленный город
СО132;Тевера;3139;446.5;766.6;471;Делароская провинция;Северные долины;винодельческий/ремесленный город
СО133;Лелера;3127;661.4;147.3;196;Ауреллская провинция;Центр и юг;винодельческий/ремесленный город
СО134;Мерена;3089;1034.2;845.5;554;Альанияская провинция;Северные долины;винодельческий/ремесленный город
СО135;Фалена;3072;937.8;900.3;467;Верираская провинция;Северные долины;винодельческий/ремесленный город
СО136;Фасера;3035;304.2;929.5;562;Мерезеская провинция;Северные долины;винодельческий/ремесленный город
СО137;Орерия;3001;852.0;747.9;301;Верираская провинция;Северные долины;винодельческий/ремесленный город
СО138;Садара;3000;649.4;85.9;135;Ауреллская провинция;Центр и юг;винодельческий/ремесленный город
СО139;Селена;3000;494.7;619.4;496;Делароская провинция;Центр и юг;винодельческий/ремесленный город
СО140;Денета;3000;847.4;658.7;276;Соленаская провинция;Центр и юг;винодельческий/ремесленный город
СО141;Татина;3000;907.0;634.7;330;Соленаская провинция;Центр и юг;винодельческий/ремесленный город
СО142;Белена;3000;286.1;956.1;545;Мерезеская провинция;Северные долины;винодельческий/ремесленный город
